type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
wrong_true_5,unit_21,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Agree,50.71,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.49,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,38.21,0.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,3.0,https://mediabiasfactcheck.com/2020/04/08/the-latest-fact-checks-from-the-international-fact-checking-network-ifcn-04-08-2020/,1.0,38.43
wrong_true_5,unit_18,1,19-25,Some college (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,25.3,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.72,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.11,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,14.18,2.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://www.houstonchronicle.com/politics/texas/article/Did-FDA-regulations-slow-testing-for-the-15190265.php,1.0,113.11
wrong_true_5,unit_55,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,39.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,42.08,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,56.43,5.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,True,5.0,https://www.facebook.com/cnn/videos/521546222102276/,1.0,19.01
wrong_true_5,unit_78,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Republican,Disagree,Agree,81.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,45.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,114.15,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,4.0,https://www.charlotteobserver.com/opinion/opn-columns-blogs/taylor-batten/article217098855.html,2.0,452.91
wrong_true_5,unit_27,1,26-35,Some college (etc.),"50,000 to less than 75,000",Conservative,Republican,Disagree,Agree,21.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.36,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,49.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,91.36,0.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,0.0,https://www.mercurynews.com/2020/03/20/new-york-stay-at-home-order-to-start-sunday/,1.0,103.32
wrong_true_5,unit_15,1,26-35,"Postgrad. or professional schooling, no degree","100,000 to less than 150,000",Conservative,Republican,Disagree,Agree,34.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,30.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.25,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,36.2,2.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,4.0,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,242.38
wrong_true_5,unit_13,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Disagree,Agree,42.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,28.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.74,7.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,349.65
wrong_true_5,unit_22,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,Agree,Agree,65.58,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,79.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,46.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,80.88,3.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,3.0,https://quizlet.com/134574768/practice-questions-flash-cards/,1.0,45.89
wrong_true_5,unit_75,1,50-80,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,33.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.95,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,21.62,6.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,4.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,508.46
wrong_true_5,unit_10,1,26-35,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,49.13,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,35.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.54,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,63.35,5.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyâ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,0.0,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,205.27
wrong_true_5,unit_51,1,26-35,Some college (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,39.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,109.53,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,43.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,66.41,2.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,3.0,https://www.breitbart.com/health/2020/04/06/louisiana-gov-claims-no-idea-mardi-gras-would-accelerated-coronavirus/,1.0,339.69
wrong_true_5,unit_62,1,26-35,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Very conservative,Democrat,Agree,Agree,18.84,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,64.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,31.99,2.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,1.0,https://www.w3schools.com/TAGs/tryit.asp?filename=tryhtml_label,1.0,59.25
wrong_true_5,unit_66,1,26-35,Some college (etc.),"10,000 to less than 20,000",Moderate,Independent,Disagree,Agree,28.44,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,43.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,54.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,15.08,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,5.0,https://www.cnsnews.com/index.php/article/washington/melanie-arter/ny-gov-i-have-no-plans-quarantine-any-city,1.0,250.1
wrong_true_5,unit_14,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Very liberal,Democrat,Disagree,Agree,25.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,13.98,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,95.35,6.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,1.0,https://insurancenewsnet.com/oarticle/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,73.46
wrong_true_5,unit_54,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,25.38,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,30.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,39.96,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,74.8,3.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,5.0,https://mediabiasfactcheck.com/2020/04/09/the-latest-fact-checks-from-the-international-fact-checking-network-ifcn-04-09-2020/,1.0,98.79
wrong_true_5,unit_16,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Very conservative,Republican,Agree,Disagree,25.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,40.04,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,47.37,1.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyâ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,185.11
wrong_true_5,unit_19,2,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Republican,Agree,Agree,21.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,50.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,18.41,4.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,4.0,https://www.usatoday.com/sports/,2.0,118.3
wrong_true_5,unit_52,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,33.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.97,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.92,2.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,True,5.0,https://www.theweek.co.uk/coronavirus/106585/the-social-events-that-fuelled-the-covid-19-outbreak,1.0,252.04
wrong_true_5,unit_53,1,26-35,High school graduate or GED (etc.),"40,000 to less than 50,000",Moderate,Independent,Disagree,Agree,31.33,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.52,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,65.87,0.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,1.0,https://www.wwltv.com/article/news/health/coronavirus/mardi-gras-2021-could-be-cancelled-if-covid-19-numbers-dont-improve-mayor-says/289-a514292a-1cd7-461c-8669-206e1d359b13,1.0,299.91
wrong_true_5,unit_17,1,36-50,Some college (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,34.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,51.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,28.69,3.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://noqreport.com/2020/04/20/covid-19-from-the-start-the-definitive-coronavirus-timeline/,1.0,272.53
wrong_true_5,unit_70,1,36-50,4 year college/bachelor degree,"Less than 10,000",Very conservative,Democrat,Agree,Agree,25.59,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,28.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,30.7,3.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,4.0,https://www.votekellyalexander.com/,1.0,157.48
wrong_true_5,unit_60,1,36-50,Some college (etc.),"40,000 to less than 50,000",Very conservative,Democrat,Agree,Agree,26.83,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,23.75,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,14.76,7.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,3.0,https://nypost.com/2020/03/17/cuomo-de-blasio-clash-over-possible-shelter-in-place-system-for-nyc/,1.0,19.73
wrong_true_5,unit_77,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,No opinion either way,Agree,29.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,37.43,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,92.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,53.44,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://en.wikipedia.org/wiki/PPAHCA,1.0,88.91
wrong_true_5,unit_67,1,19-25,4 year college/bachelor degree,"100,000 to less than 150,000",Moderate,Independent,Disagree,Agree,29.31,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,23.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.2,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,16.82,5.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,5.0,https://lawandcrime.com/legal-analysis/sorry-gov-andrew-cuomo-new-york-city-can-do-a-lot-to-legally-quarantine-itself-bill-de-blasio-coronavirus-covid-19/,3.0,148.67
wrong_true_5,unit_76,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Disagree,Agree,18.19,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,52.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,35.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,113.84,0.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.ncsl.org/research/about-state-legislatures/who-we-elect-an-interactive-graphic.aspx,1.0,236.7
wrong_true_5,unit_56,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Disagree,Agree,20.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,88.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,65.88,2.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,5.0,https://www.nytimes.com/2020/04/13/us/coronavirus-new-orleans-mardi-gras.html,1.0,420.41
wrong_true_5,unit_58,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Agree,49.77,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,34.66,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,30.0,7.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,True,1.0,https://mediabiasfactcheck.com/2020/04/09/the-latest-fact-checks-from-the-international-fact-checking-network-ifcn-04-09-2020/,1.0,65.35
wrong_true_5,unit_65,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Disagree,Agree,15.52,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.73,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,34.53,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,34.68,7.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,5.0,https://www.cnsnews.com/index.php/article/washington/melanie-arter/ny-gov-i-have-no-plans-quarantine-any-city,1.0,173.82
wrong_true_5,unit_64,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,43.77,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,121.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.77,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,41.54,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,3.0,https://lawandcrime.com/legal-analysis/sorry-gov-andrew-cuomo-new-york-city-can-do-a-lot-to-legally-quarantine-itself-bill-de-blasio-coronavirus-covid-19/,1.0,41.31
wrong_true_5,unit_20,1,19-25,Some college (etc.),"100,000 to less than 150,000",Moderate,Democrat,Disagree,Agree,35.65,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,26.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,29.95,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,56.16,5.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,3.0,https://talkingpointsmemo.com/news/new-york-subway-transit-coronavirus,1.0,175.98
wrong_true_5,unit_28,2,50-80,Some college (etc.),"40,000 to less than 50,000",Moderate,Independent,Agree,Agree,19.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,31.71,1.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,3.0,https://www.cnn.com/2019/06/30/media/canadian-cartoon-trump/index.html,1.0,346.43
wrong_true_5,unit_71,1,36-50,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,56.75,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.19,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,21.11,2.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,239.39
wrong_true_5,unit_59,1,26-35,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,36.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,24.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,41.04,4.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,5.0,https://www.thenewsstar.com/story/news/2020/03/24/coronavirus-governor-john-bel-edwards-believes-mardi-gras-elevated-infection-in-louisiana/2906665001/,1.0,216.15
wrong_true_5,unit_72,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,18.87,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.8,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,40.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.59,0.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.ncsl.org/research/about-state-legislatures/who-we-elect.aspx,1.0,131.14
wrong_true_5,unit_74,1,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,35.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.52,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,84.91,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,42.27,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://www.newsobserver.com/news/politics-government/article240668246.html,1.0,93.8
wrong_true_5,unit_12,1,36-50,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Moderate,Independent,No opinion either way,Agree,27.0,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,90.21,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,38.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,83.19,0.0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyï½ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5.0,True,5.0,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,538.76
wrong_true_5,unit_57,1,19-25,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,10.52,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.27,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,42.04,1.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasï½,John Bel Edwards,5/4/2020,CNN interview,5.0,True,2.0,https://www.breitbart.com/health/2020/04/06/louisiana-gov-claims-no-idea-mardi-gras-would-accelerated-coronavirus/,1.0,96.55
wrong_true_5,unit_79,1,50-80,4 year college/bachelor degree,"40,000 to less than 50,000",Very liberal,Republican,Agree,Agree,44.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,35.8,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,88.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,47.33,6.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,3.0,https://www.wral.com/coronavirus/nc-legislative-worker-tests-positive-for-coronavirus/19038605/,1.0,358.22
wrong_true_5,unit_63,1,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,24.75,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,25.98,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,44.75,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,38.28,6.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,True,4.0,https://nypost.com/2020/03/17/cuomo-de-blasio-clash-over-possible-shelter-in-place-system-for-nyc/,1.0,86.49
wrong_true_5,unit_26,2,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,113.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.67,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,23.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,50.98,4.0,true_doc9,Photo shows a crowded New York City subway train during stayathome order,Viral Image,2/4/2020,Facebook Post,5.0,True,4.0,https://www.glocktalk.com/threads/the-wuhan-virus-reveals-the-rot-in-america%E2%80%99s-democrat-run-cities.1825200/page-2,2.0,112.64
