file,type,value,rate
correct_false_abc_5,unit_id,unit_157,0.02
correct_false_abc_5,unit_id,unit_159,0.02
correct_false_abc_5,unit_id,unit_20,0.02
correct_false_abc_5,unit_id,unit_22,0.02
correct_false_abc_5,unit_id,unit_24,0.02
correct_false_abc_5,unit_id,unit_26,0.02
correct_false_abc_5,unit_id,unit_28,0.02
correct_false_abc_5,unit_id,unit_30,0.02
correct_false_abc_5,unit_id,unit_32,0.02
correct_false_abc_5,unit_id,unit_34,0.02
correct_false_abc_5,unit_id,unit_36,0.02
correct_false_abc_5,unit_id,unit_38,0.02
correct_false_abc_5,unit_id,unit_41,0.02
correct_false_abc_5,unit_id,unit_43,0.02
correct_false_abc_5,unit_id,unit_45,0.02
correct_false_abc_5,unit_id,unit_47,0.02
correct_false_abc_5,unit_id,unit_49,0.02
correct_false_abc_5,unit_id,unit_51,0.02
correct_false_abc_5,unit_id,unit_53,0.02
correct_false_abc_5,unit_id,unit_55,0.02
correct_false_abc_5,unit_id,unit_57,0.02
correct_false_abc_5,unit_id,unit_59,0.02
correct_false_abc_5,unit_id,unit_61,0.02
correct_false_abc_5,unit_id,unit_63,0.02
correct_false_abc_5,unit_id,unit_65,0.02
correct_false_abc_5,unit_id,unit_67,0.02
correct_false_abc_5,unit_id,unit_69,0.02
correct_false_abc_5,unit_id,unit_71,0.02
correct_false_abc_5,unit_id,unit_73,0.02
correct_false_abc_5,unit_id,unit_75,0.02
correct_false_abc_5,unit_id,unit_77,0.02
correct_false_abc_5,unit_id,unit_79,0.02
correct_false_all_10,unit_id,unit_1,0.01
correct_false_all_10,unit_id,unit_100,0.02
correct_false_all_10,unit_id,unit_102,0.02
correct_false_all_10,unit_id,unit_104,0.02
correct_false_all_10,unit_id,unit_106,0.02
correct_false_all_10,unit_id,unit_108,0.02
correct_false_all_10,unit_id,unit_11,0.01
correct_false_all_10,unit_id,unit_110,0.02
correct_false_all_10,unit_id,unit_112,0.02
correct_false_all_10,unit_id,unit_114,0.02
correct_false_all_10,unit_id,unit_116,0.02
correct_false_all_10,unit_id,unit_118,0.02
correct_false_all_10,unit_id,unit_120,0.01
correct_false_all_10,unit_id,unit_122,0.01
correct_false_all_10,unit_id,unit_124,0.01
correct_false_all_10,unit_id,unit_126,0.01
correct_false_all_10,unit_id,unit_128,0.01
correct_false_all_10,unit_id,unit_13,0.01
correct_false_all_10,unit_id,unit_130,0.01
correct_false_all_10,unit_id,unit_132,0.01
correct_false_all_10,unit_id,unit_134,0.01
correct_false_all_10,unit_id,unit_136,0.01
correct_false_all_10,unit_id,unit_138,0.01
correct_false_all_10,unit_id,unit_141,0.01
correct_false_all_10,unit_id,unit_143,0.01
correct_false_all_10,unit_id,unit_145,0.01
correct_false_all_10,unit_id,unit_147,0.01
correct_false_all_10,unit_id,unit_149,0.01
correct_false_all_10,unit_id,unit_15,0.01
correct_false_all_10,unit_id,unit_151,0.01
correct_false_all_10,unit_id,unit_153,0.01
correct_false_all_10,unit_id,unit_155,0.01
correct_false_all_10,unit_id,unit_156,0.01
correct_false_all_10,unit_id,unit_157,0.01
correct_false_all_10,unit_id,unit_159,0.01
correct_false_all_10,unit_id,unit_17,0.01
correct_false_all_10,unit_id,unit_19,0.01
correct_false_all_10,unit_id,unit_20,0.01
correct_false_all_10,unit_id,unit_22,0.01
correct_false_all_10,unit_id,unit_24,0.01
correct_false_all_10,unit_id,unit_26,0.01
correct_false_all_10,unit_id,unit_28,0.01
correct_false_all_10,unit_id,unit_3,0.01
correct_false_all_10,unit_id,unit_30,0.01
correct_false_all_10,unit_id,unit_32,0.01
correct_false_all_10,unit_id,unit_34,0.01
correct_false_all_10,unit_id,unit_36,0.01
correct_false_all_10,unit_id,unit_38,0.01
correct_false_all_10,unit_id,unit_40,0.01
correct_false_all_10,unit_id,unit_41,0.02
correct_false_all_10,unit_id,unit_42,0.01
correct_false_all_10,unit_id,unit_43,0.02
correct_false_all_10,unit_id,unit_44,0.01
correct_false_all_10,unit_id,unit_45,0.02
correct_false_all_10,unit_id,unit_46,0.01
correct_false_all_10,unit_id,unit_47,0.02
correct_false_all_10,unit_id,unit_48,0.01
correct_false_all_10,unit_id,unit_49,0.02
correct_false_all_10,unit_id,unit_5,0.01
correct_false_all_10,unit_id,unit_50,0.01
correct_false_all_10,unit_id,unit_51,0.02
correct_false_all_10,unit_id,unit_52,0.01
correct_false_all_10,unit_id,unit_53,0.02
correct_false_all_10,unit_id,unit_54,0.01
correct_false_all_10,unit_id,unit_55,0.02
correct_false_all_10,unit_id,unit_56,0.01
correct_false_all_10,unit_id,unit_57,0.02
correct_false_all_10,unit_id,unit_58,0.01
correct_false_all_10,unit_id,unit_59,0.02
correct_false_all_10,unit_id,unit_61,0.01
correct_false_all_10,unit_id,unit_63,0.01
correct_false_all_10,unit_id,unit_65,0.01
correct_false_all_10,unit_id,unit_67,0.01
correct_false_all_10,unit_id,unit_69,0.01
correct_false_all_10,unit_id,unit_7,0.01
correct_false_all_10,unit_id,unit_71,0.01
correct_false_all_10,unit_id,unit_73,0.01
correct_false_all_10,unit_id,unit_75,0.01
correct_false_all_10,unit_id,unit_77,0.01
correct_false_all_10,unit_id,unit_79,0.01
correct_false_all_10,unit_id,unit_9,0.01
correct_false_politifact_5,unit_id,unit_1,0.02
correct_false_politifact_5,unit_id,unit_100,0.02
correct_false_politifact_5,unit_id,unit_102,0.02
correct_false_politifact_5,unit_id,unit_104,0.02
correct_false_politifact_5,unit_id,unit_106,0.02
correct_false_politifact_5,unit_id,unit_108,0.02
correct_false_politifact_5,unit_id,unit_11,0.02
correct_false_politifact_5,unit_id,unit_110,0.02
correct_false_politifact_5,unit_id,unit_112,0.02
correct_false_politifact_5,unit_id,unit_114,0.02
correct_false_politifact_5,unit_id,unit_116,0.02
correct_false_politifact_5,unit_id,unit_118,0.02
correct_false_politifact_5,unit_id,unit_120,0.02
correct_false_politifact_5,unit_id,unit_122,0.02
correct_false_politifact_5,unit_id,unit_124,0.02
correct_false_politifact_5,unit_id,unit_126,0.02
correct_false_politifact_5,unit_id,unit_128,0.02
correct_false_politifact_5,unit_id,unit_13,0.02
correct_false_politifact_5,unit_id,unit_130,0.02
correct_false_politifact_5,unit_id,unit_132,0.02
correct_false_politifact_5,unit_id,unit_134,0.02
correct_false_politifact_5,unit_id,unit_136,0.02
correct_false_politifact_5,unit_id,unit_138,0.02
correct_false_politifact_5,unit_id,unit_15,0.02
correct_false_politifact_5,unit_id,unit_17,0.02
correct_false_politifact_5,unit_id,unit_19,0.02
correct_false_politifact_5,unit_id,unit_3,0.02
correct_false_politifact_5,unit_id,unit_40,0.02
correct_false_politifact_5,unit_id,unit_41,0.02
correct_false_politifact_5,unit_id,unit_42,0.02
correct_false_politifact_5,unit_id,unit_43,0.02
correct_false_politifact_5,unit_id,unit_44,0.02
correct_false_politifact_5,unit_id,unit_45,0.02
correct_false_politifact_5,unit_id,unit_46,0.02
correct_false_politifact_5,unit_id,unit_47,0.02
correct_false_politifact_5,unit_id,unit_48,0.02
correct_false_politifact_5,unit_id,unit_49,0.02
correct_false_politifact_5,unit_id,unit_5,0.02
correct_false_politifact_5,unit_id,unit_50,0.02
correct_false_politifact_5,unit_id,unit_51,0.02
correct_false_politifact_5,unit_id,unit_52,0.02
correct_false_politifact_5,unit_id,unit_53,0.02
correct_false_politifact_5,unit_id,unit_54,0.02
correct_false_politifact_5,unit_id,unit_55,0.02
correct_false_politifact_5,unit_id,unit_56,0.02
correct_false_politifact_5,unit_id,unit_57,0.02
correct_false_politifact_5,unit_id,unit_58,0.02
correct_false_politifact_5,unit_id,unit_59,0.02
correct_false_politifact_5,unit_id,unit_7,0.02
correct_false_politifact_5,unit_id,unit_9,0.02
correct_true_abc_5,unit_id,unit_1,0.02
correct_true_abc_5,unit_id,unit_11,0.02
correct_true_abc_5,unit_id,unit_13,0.02
correct_true_abc_5,unit_id,unit_15,0.02
correct_true_abc_5,unit_id,unit_161,0.02
correct_true_abc_5,unit_id,unit_163,0.02
correct_true_abc_5,unit_id,unit_165,0.02
correct_true_abc_5,unit_id,unit_167,0.02
correct_true_abc_5,unit_id,unit_169,0.02
correct_true_abc_5,unit_id,unit_17,0.02
correct_true_abc_5,unit_id,unit_171,0.02
correct_true_abc_5,unit_id,unit_173,0.02
correct_true_abc_5,unit_id,unit_175,0.02
correct_true_abc_5,unit_id,unit_177,0.02
correct_true_abc_5,unit_id,unit_179,0.02
correct_true_abc_5,unit_id,unit_19,0.02
correct_true_abc_5,unit_id,unit_21,0.02
correct_true_abc_5,unit_id,unit_23,0.02
correct_true_abc_5,unit_id,unit_25,0.02
correct_true_abc_5,unit_id,unit_27,0.02
correct_true_abc_5,unit_id,unit_29,0.02
correct_true_abc_5,unit_id,unit_3,0.02
correct_true_abc_5,unit_id,unit_31,0.02
correct_true_abc_5,unit_id,unit_33,0.02
correct_true_abc_5,unit_id,unit_35,0.02
correct_true_abc_5,unit_id,unit_37,0.02
correct_true_abc_5,unit_id,unit_39,0.02
correct_true_abc_5,unit_id,unit_5,0.02
correct_true_abc_5,unit_id,unit_61,0.02
correct_true_abc_5,unit_id,unit_63,0.02
correct_true_abc_5,unit_id,unit_65,0.02
correct_true_abc_5,unit_id,unit_67,0.02
correct_true_abc_5,unit_id,unit_69,0.02
correct_true_abc_5,unit_id,unit_7,0.02
correct_true_abc_5,unit_id,unit_71,0.02
correct_true_abc_5,unit_id,unit_73,0.02
correct_true_abc_5,unit_id,unit_75,0.02
correct_true_abc_5,unit_id,unit_77,0.02
correct_true_abc_5,unit_id,unit_79,0.02
correct_true_abc_5,unit_id,unit_80,0.02
correct_true_abc_5,unit_id,unit_82,0.02
correct_true_abc_5,unit_id,unit_84,0.02
correct_true_abc_5,unit_id,unit_86,0.02
correct_true_abc_5,unit_id,unit_88,0.02
correct_true_abc_5,unit_id,unit_9,0.02
correct_true_abc_5,unit_id,unit_90,0.02
correct_true_abc_5,unit_id,unit_92,0.02
correct_true_abc_5,unit_id,unit_94,0.02
correct_true_abc_5,unit_id,unit_96,0.02
correct_true_abc_5,unit_id,unit_98,0.02
correct_true_all_10,unit_id,unit_1,0.01
correct_true_all_10,unit_id,unit_101,0.01
correct_true_all_10,unit_id,unit_103,0.01
correct_true_all_10,unit_id,unit_105,0.01
correct_true_all_10,unit_id,unit_107,0.01
correct_true_all_10,unit_id,unit_109,0.01
correct_true_all_10,unit_id,unit_11,0.01
correct_true_all_10,unit_id,unit_111,0.01
correct_true_all_10,unit_id,unit_113,0.01
correct_true_all_10,unit_id,unit_115,0.01
correct_true_all_10,unit_id,unit_117,0.01
correct_true_all_10,unit_id,unit_119,0.01
correct_true_all_10,unit_id,unit_13,0.01
correct_true_all_10,unit_id,unit_15,0.01
correct_true_all_10,unit_id,unit_161,0.02
correct_true_all_10,unit_id,unit_163,0.02
correct_true_all_10,unit_id,unit_165,0.02
correct_true_all_10,unit_id,unit_167,0.02
correct_true_all_10,unit_id,unit_169,0.02
correct_true_all_10,unit_id,unit_17,0.01
correct_true_all_10,unit_id,unit_171,0.02
correct_true_all_10,unit_id,unit_173,0.02
correct_true_all_10,unit_id,unit_175,0.02
correct_true_all_10,unit_id,unit_177,0.02
correct_true_all_10,unit_id,unit_179,0.02
correct_true_all_10,unit_id,unit_180,0.01
correct_true_all_10,unit_id,unit_182,0.01
correct_true_all_10,unit_id,unit_184,0.01
correct_true_all_10,unit_id,unit_186,0.01
correct_true_all_10,unit_id,unit_188,0.01
correct_true_all_10,unit_id,unit_19,0.01
correct_true_all_10,unit_id,unit_190,0.01
correct_true_all_10,unit_id,unit_192,0.01
correct_true_all_10,unit_id,unit_194,0.01
correct_true_all_10,unit_id,unit_196,0.01
correct_true_all_10,unit_id,unit_198,0.01
correct_true_all_10,unit_id,unit_20,0.01
correct_true_all_10,unit_id,unit_21,0.01
correct_true_all_10,unit_id,unit_22,0.01
correct_true_all_10,unit_id,unit_23,0.01
correct_true_all_10,unit_id,unit_24,0.01
correct_true_all_10,unit_id,unit_25,0.01
correct_true_all_10,unit_id,unit_26,0.01
correct_true_all_10,unit_id,unit_27,0.01
correct_true_all_10,unit_id,unit_28,0.01
correct_true_all_10,unit_id,unit_29,0.01
correct_true_all_10,unit_id,unit_3,0.01
correct_true_all_10,unit_id,unit_30,0.01
correct_true_all_10,unit_id,unit_31,0.01
correct_true_all_10,unit_id,unit_32,0.01
correct_true_all_10,unit_id,unit_33,0.01
correct_true_all_10,unit_id,unit_34,0.01
correct_true_all_10,unit_id,unit_35,0.01
correct_true_all_10,unit_id,unit_36,0.01
correct_true_all_10,unit_id,unit_37,0.01
correct_true_all_10,unit_id,unit_38,0.01
correct_true_all_10,unit_id,unit_39,0.01
correct_true_all_10,unit_id,unit_5,0.01
correct_true_all_10,unit_id,unit_61,0.01
correct_true_all_10,unit_id,unit_63,0.01
correct_true_all_10,unit_id,unit_65,0.01
correct_true_all_10,unit_id,unit_67,0.01
correct_true_all_10,unit_id,unit_69,0.01
correct_true_all_10,unit_id,unit_7,0.01
correct_true_all_10,unit_id,unit_71,0.01
correct_true_all_10,unit_id,unit_73,0.01
correct_true_all_10,unit_id,unit_75,0.01
correct_true_all_10,unit_id,unit_77,0.01
correct_true_all_10,unit_id,unit_79,0.01
correct_true_all_10,unit_id,unit_80,0.01
correct_true_all_10,unit_id,unit_81,0.01
correct_true_all_10,unit_id,unit_82,0.01
correct_true_all_10,unit_id,unit_83,0.01
correct_true_all_10,unit_id,unit_84,0.01
correct_true_all_10,unit_id,unit_85,0.01
correct_true_all_10,unit_id,unit_86,0.01
correct_true_all_10,unit_id,unit_87,0.01
correct_true_all_10,unit_id,unit_88,0.01
correct_true_all_10,unit_id,unit_89,0.01
correct_true_all_10,unit_id,unit_9,0.01
correct_true_all_10,unit_id,unit_90,0.01
correct_true_all_10,unit_id,unit_91,0.01
correct_true_all_10,unit_id,unit_92,0.01
correct_true_all_10,unit_id,unit_93,0.01
correct_true_all_10,unit_id,unit_94,0.01
correct_true_all_10,unit_id,unit_95,0.01
correct_true_all_10,unit_id,unit_96,0.01
correct_true_all_10,unit_id,unit_97,0.01
correct_true_all_10,unit_id,unit_98,0.01
correct_true_all_10,unit_id,unit_99,0.01
correct_true_politifact_5,unit_id,unit_101,0.02
correct_true_politifact_5,unit_id,unit_103,0.02
correct_true_politifact_5,unit_id,unit_105,0.02
correct_true_politifact_5,unit_id,unit_107,0.02
correct_true_politifact_5,unit_id,unit_109,0.02
correct_true_politifact_5,unit_id,unit_111,0.02
correct_true_politifact_5,unit_id,unit_113,0.02
correct_true_politifact_5,unit_id,unit_115,0.02
correct_true_politifact_5,unit_id,unit_117,0.02
correct_true_politifact_5,unit_id,unit_119,0.02
correct_true_politifact_5,unit_id,unit_161,0.02
correct_true_politifact_5,unit_id,unit_163,0.02
correct_true_politifact_5,unit_id,unit_165,0.02
correct_true_politifact_5,unit_id,unit_167,0.02
correct_true_politifact_5,unit_id,unit_169,0.02
correct_true_politifact_5,unit_id,unit_171,0.02
correct_true_politifact_5,unit_id,unit_173,0.02
correct_true_politifact_5,unit_id,unit_175,0.02
correct_true_politifact_5,unit_id,unit_177,0.02
correct_true_politifact_5,unit_id,unit_179,0.02
correct_true_politifact_5,unit_id,unit_180,0.02
correct_true_politifact_5,unit_id,unit_182,0.02
correct_true_politifact_5,unit_id,unit_184,0.02
correct_true_politifact_5,unit_id,unit_186,0.02
correct_true_politifact_5,unit_id,unit_188,0.02
correct_true_politifact_5,unit_id,unit_190,0.02
correct_true_politifact_5,unit_id,unit_192,0.02
correct_true_politifact_5,unit_id,unit_194,0.02
correct_true_politifact_5,unit_id,unit_196,0.02
correct_true_politifact_5,unit_id,unit_198,0.02
correct_true_politifact_5,unit_id,unit_20,0.02
correct_true_politifact_5,unit_id,unit_22,0.02
correct_true_politifact_5,unit_id,unit_24,0.02
correct_true_politifact_5,unit_id,unit_26,0.02
correct_true_politifact_5,unit_id,unit_28,0.02
correct_true_politifact_5,unit_id,unit_30,0.02
correct_true_politifact_5,unit_id,unit_32,0.02
correct_true_politifact_5,unit_id,unit_34,0.02
correct_true_politifact_5,unit_id,unit_36,0.02
correct_true_politifact_5,unit_id,unit_38,0.02
correct_true_politifact_5,unit_id,unit_81,0.02
correct_true_politifact_5,unit_id,unit_83,0.02
correct_true_politifact_5,unit_id,unit_85,0.02
correct_true_politifact_5,unit_id,unit_87,0.02
correct_true_politifact_5,unit_id,unit_89,0.02
correct_true_politifact_5,unit_id,unit_91,0.02
correct_true_politifact_5,unit_id,unit_93,0.02
correct_true_politifact_5,unit_id,unit_95,0.02
correct_true_politifact_5,unit_id,unit_97,0.02
correct_true_politifact_5,unit_id,unit_99,0.02
wrong_false_abc_5,unit_id,unit_1,0.02
wrong_false_abc_5,unit_id,unit_101,0.02
wrong_false_abc_5,unit_id,unit_103,0.02
wrong_false_abc_5,unit_id,unit_105,0.02
wrong_false_abc_5,unit_id,unit_107,0.02
wrong_false_abc_5,unit_id,unit_109,0.02
wrong_false_abc_5,unit_id,unit_11,0.02
wrong_false_abc_5,unit_id,unit_111,0.02
wrong_false_abc_5,unit_id,unit_113,0.02
wrong_false_abc_5,unit_id,unit_115,0.02
wrong_false_abc_5,unit_id,unit_117,0.02
wrong_false_abc_5,unit_id,unit_119,0.02
wrong_false_abc_5,unit_id,unit_13,0.02
wrong_false_abc_5,unit_id,unit_15,0.02
wrong_false_abc_5,unit_id,unit_17,0.02
wrong_false_abc_5,unit_id,unit_180,0.02
wrong_false_abc_5,unit_id,unit_182,0.02
wrong_false_abc_5,unit_id,unit_184,0.02
wrong_false_abc_5,unit_id,unit_186,0.02
wrong_false_abc_5,unit_id,unit_188,0.02
wrong_false_abc_5,unit_id,unit_19,0.02
wrong_false_abc_5,unit_id,unit_190,0.02
wrong_false_abc_5,unit_id,unit_192,0.02
wrong_false_abc_5,unit_id,unit_194,0.02
wrong_false_abc_5,unit_id,unit_196,0.02
wrong_false_abc_5,unit_id,unit_198,0.02
wrong_false_abc_5,unit_id,unit_21,0.02
wrong_false_abc_5,unit_id,unit_23,0.02
wrong_false_abc_5,unit_id,unit_25,0.02
wrong_false_abc_5,unit_id,unit_27,0.02
wrong_false_abc_5,unit_id,unit_29,0.02
wrong_false_abc_5,unit_id,unit_3,0.02
wrong_false_abc_5,unit_id,unit_31,0.02
wrong_false_abc_5,unit_id,unit_33,0.02
wrong_false_abc_5,unit_id,unit_35,0.02
wrong_false_abc_5,unit_id,unit_37,0.02
wrong_false_abc_5,unit_id,unit_39,0.02
wrong_false_abc_5,unit_id,unit_5,0.02
wrong_false_abc_5,unit_id,unit_7,0.02
wrong_false_abc_5,unit_id,unit_81,0.02
wrong_false_abc_5,unit_id,unit_83,0.02
wrong_false_abc_5,unit_id,unit_85,0.02
wrong_false_abc_5,unit_id,unit_87,0.02
wrong_false_abc_5,unit_id,unit_89,0.02
wrong_false_abc_5,unit_id,unit_9,0.02
wrong_false_abc_5,unit_id,unit_91,0.02
wrong_false_abc_5,unit_id,unit_93,0.02
wrong_false_abc_5,unit_id,unit_95,0.02
wrong_false_abc_5,unit_id,unit_97,0.02
wrong_false_abc_5,unit_id,unit_99,0.02
wrong_false_all_10,unit_id,unit_1,0.01
wrong_false_all_10,unit_id,unit_101,0.01
wrong_false_all_10,unit_id,unit_103,0.01
wrong_false_all_10,unit_id,unit_105,0.01
wrong_false_all_10,unit_id,unit_107,0.01
wrong_false_all_10,unit_id,unit_109,0.01
wrong_false_all_10,unit_id,unit_11,0.01
wrong_false_all_10,unit_id,unit_111,0.01
wrong_false_all_10,unit_id,unit_113,0.01
wrong_false_all_10,unit_id,unit_115,0.01
wrong_false_all_10,unit_id,unit_117,0.01
wrong_false_all_10,unit_id,unit_119,0.01
wrong_false_all_10,unit_id,unit_13,0.01
wrong_false_all_10,unit_id,unit_140,0.02
wrong_false_all_10,unit_id,unit_141,0.01
wrong_false_all_10,unit_id,unit_142,0.02
wrong_false_all_10,unit_id,unit_143,0.01
wrong_false_all_10,unit_id,unit_144,0.02
wrong_false_all_10,unit_id,unit_145,0.01
wrong_false_all_10,unit_id,unit_146,0.02
wrong_false_all_10,unit_id,unit_147,0.01
wrong_false_all_10,unit_id,unit_148,0.02
wrong_false_all_10,unit_id,unit_149,0.01
wrong_false_all_10,unit_id,unit_15,0.01
wrong_false_all_10,unit_id,unit_150,0.02
wrong_false_all_10,unit_id,unit_151,0.01
wrong_false_all_10,unit_id,unit_152,0.02
wrong_false_all_10,unit_id,unit_153,0.01
wrong_false_all_10,unit_id,unit_154,0.02
wrong_false_all_10,unit_id,unit_155,0.01
wrong_false_all_10,unit_id,unit_156,0.01
wrong_false_all_10,unit_id,unit_157,0.01
wrong_false_all_10,unit_id,unit_158,0.02
wrong_false_all_10,unit_id,unit_159,0.01
wrong_false_all_10,unit_id,unit_160,0.01
wrong_false_all_10,unit_id,unit_162,0.01
wrong_false_all_10,unit_id,unit_164,0.01
wrong_false_all_10,unit_id,unit_166,0.01
wrong_false_all_10,unit_id,unit_168,0.01
wrong_false_all_10,unit_id,unit_17,0.01
wrong_false_all_10,unit_id,unit_170,0.01
wrong_false_all_10,unit_id,unit_172,0.01
wrong_false_all_10,unit_id,unit_174,0.01
wrong_false_all_10,unit_id,unit_176,0.01
wrong_false_all_10,unit_id,unit_178,0.01
wrong_false_all_10,unit_id,unit_180,0.02
wrong_false_all_10,unit_id,unit_182,0.02
wrong_false_all_10,unit_id,unit_184,0.02
wrong_false_all_10,unit_id,unit_186,0.02
wrong_false_all_10,unit_id,unit_188,0.02
wrong_false_all_10,unit_id,unit_19,0.01
wrong_false_all_10,unit_id,unit_190,0.02
wrong_false_all_10,unit_id,unit_192,0.02
wrong_false_all_10,unit_id,unit_194,0.02
wrong_false_all_10,unit_id,unit_196,0.02
wrong_false_all_10,unit_id,unit_198,0.02
wrong_false_all_10,unit_id,unit_21,0.01
wrong_false_all_10,unit_id,unit_23,0.01
wrong_false_all_10,unit_id,unit_25,0.01
wrong_false_all_10,unit_id,unit_27,0.01
wrong_false_all_10,unit_id,unit_29,0.01
wrong_false_all_10,unit_id,unit_3,0.01
wrong_false_all_10,unit_id,unit_31,0.01
wrong_false_all_10,unit_id,unit_33,0.01
wrong_false_all_10,unit_id,unit_35,0.01
wrong_false_all_10,unit_id,unit_37,0.01
wrong_false_all_10,unit_id,unit_39,0.01
wrong_false_all_10,unit_id,unit_5,0.01
wrong_false_all_10,unit_id,unit_7,0.01
wrong_false_all_10,unit_id,unit_81,0.01
wrong_false_all_10,unit_id,unit_83,0.01
wrong_false_all_10,unit_id,unit_85,0.01
wrong_false_all_10,unit_id,unit_87,0.01
wrong_false_all_10,unit_id,unit_89,0.01
wrong_false_all_10,unit_id,unit_9,0.01
wrong_false_all_10,unit_id,unit_91,0.01
wrong_false_all_10,unit_id,unit_93,0.01
wrong_false_all_10,unit_id,unit_95,0.01
wrong_false_all_10,unit_id,unit_97,0.01
wrong_false_all_10,unit_id,unit_99,0.01
wrong_false_politifact_5,unit_id,unit_140,0.02
wrong_false_politifact_5,unit_id,unit_141,0.02
wrong_false_politifact_5,unit_id,unit_142,0.02
wrong_false_politifact_5,unit_id,unit_143,0.02
wrong_false_politifact_5,unit_id,unit_144,0.02
wrong_false_politifact_5,unit_id,unit_145,0.02
wrong_false_politifact_5,unit_id,unit_146,0.02
wrong_false_politifact_5,unit_id,unit_147,0.02
wrong_false_politifact_5,unit_id,unit_148,0.02
wrong_false_politifact_5,unit_id,unit_149,0.02
wrong_false_politifact_5,unit_id,unit_150,0.02
wrong_false_politifact_5,unit_id,unit_151,0.02
wrong_false_politifact_5,unit_id,unit_152,0.02
wrong_false_politifact_5,unit_id,unit_153,0.02
wrong_false_politifact_5,unit_id,unit_154,0.02
wrong_false_politifact_5,unit_id,unit_155,0.02
wrong_false_politifact_5,unit_id,unit_156,0.02
wrong_false_politifact_5,unit_id,unit_157,0.02
wrong_false_politifact_5,unit_id,unit_158,0.02
wrong_false_politifact_5,unit_id,unit_159,0.02
wrong_false_politifact_5,unit_id,unit_160,0.02
wrong_false_politifact_5,unit_id,unit_162,0.02
wrong_false_politifact_5,unit_id,unit_164,0.02
wrong_false_politifact_5,unit_id,unit_166,0.02
wrong_false_politifact_5,unit_id,unit_168,0.02
wrong_false_politifact_5,unit_id,unit_170,0.02
wrong_false_politifact_5,unit_id,unit_172,0.02
wrong_false_politifact_5,unit_id,unit_174,0.02
wrong_false_politifact_5,unit_id,unit_176,0.02
wrong_false_politifact_5,unit_id,unit_178,0.02
wrong_false_politifact_5,unit_id,unit_180,0.02
wrong_false_politifact_5,unit_id,unit_182,0.02
wrong_false_politifact_5,unit_id,unit_184,0.02
wrong_false_politifact_5,unit_id,unit_186,0.02
wrong_false_politifact_5,unit_id,unit_188,0.02
wrong_false_politifact_5,unit_id,unit_190,0.02
wrong_false_politifact_5,unit_id,unit_192,0.02
wrong_false_politifact_5,unit_id,unit_194,0.02
wrong_false_politifact_5,unit_id,unit_196,0.02
wrong_false_politifact_5,unit_id,unit_198,0.02
wrong_false_politifact_5,unit_id,unit_81,0.02
wrong_false_politifact_5,unit_id,unit_83,0.02
wrong_false_politifact_5,unit_id,unit_85,0.02
wrong_false_politifact_5,unit_id,unit_87,0.02
wrong_false_politifact_5,unit_id,unit_89,0.02
wrong_false_politifact_5,unit_id,unit_91,0.02
wrong_false_politifact_5,unit_id,unit_93,0.02
wrong_false_politifact_5,unit_id,unit_95,0.02
wrong_false_politifact_5,unit_id,unit_97,0.02
wrong_false_politifact_5,unit_id,unit_99,0.02
wrong_true_abc_5,unit_id,unit_0,0.02
wrong_true_abc_5,unit_id,unit_10,0.02
wrong_true_abc_5,unit_id,unit_12,0.02
wrong_true_abc_5,unit_id,unit_14,0.02
wrong_true_abc_5,unit_id,unit_16,0.02
wrong_true_abc_5,unit_id,unit_18,0.02
wrong_true_abc_5,unit_id,unit_181,0.02
wrong_true_abc_5,unit_id,unit_183,0.02
wrong_true_abc_5,unit_id,unit_185,0.02
wrong_true_abc_5,unit_id,unit_187,0.02
wrong_true_abc_5,unit_id,unit_189,0.02
wrong_true_abc_5,unit_id,unit_191,0.02
wrong_true_abc_5,unit_id,unit_193,0.02
wrong_true_abc_5,unit_id,unit_195,0.02
wrong_true_abc_5,unit_id,unit_197,0.02
wrong_true_abc_5,unit_id,unit_199,0.02
wrong_true_abc_5,unit_id,unit_2,0.02
wrong_true_abc_5,unit_id,unit_4,0.02
wrong_true_abc_5,unit_id,unit_40,0.02
wrong_true_abc_5,unit_id,unit_41,0.02
wrong_true_abc_5,unit_id,unit_42,0.02
wrong_true_abc_5,unit_id,unit_43,0.02
wrong_true_abc_5,unit_id,unit_44,0.02
wrong_true_abc_5,unit_id,unit_45,0.02
wrong_true_abc_5,unit_id,unit_46,0.02
wrong_true_abc_5,unit_id,unit_47,0.02
wrong_true_abc_5,unit_id,unit_48,0.02
wrong_true_abc_5,unit_id,unit_49,0.02
wrong_true_abc_5,unit_id,unit_50,0.02
wrong_true_abc_5,unit_id,unit_51,0.02
wrong_true_abc_5,unit_id,unit_52,0.02
wrong_true_abc_5,unit_id,unit_53,0.02
wrong_true_abc_5,unit_id,unit_54,0.02
wrong_true_abc_5,unit_id,unit_55,0.02
wrong_true_abc_5,unit_id,unit_56,0.02
wrong_true_abc_5,unit_id,unit_57,0.02
wrong_true_abc_5,unit_id,unit_58,0.02
wrong_true_abc_5,unit_id,unit_59,0.02
wrong_true_abc_5,unit_id,unit_6,0.02
wrong_true_abc_5,unit_id,unit_8,0.02
wrong_true_abc_5,unit_id,unit_81,0.02
wrong_true_abc_5,unit_id,unit_83,0.02
wrong_true_abc_5,unit_id,unit_85,0.02
wrong_true_abc_5,unit_id,unit_87,0.02
